Portfolio,Date,Week_End,Month,Operator,Brand,marketing_source,NRCs,NDCs,QNDCs,Deposits,Net Revenue,Revshare,CPA,Total Commission
SEO,22/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,23/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,24/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,25/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,26/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,27/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,28/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,29/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,30/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,31/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BNE-SPO-GLO,0,0,0,0,0,0,0,0
SEO,01/01/2023,01/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,0.04,0.02,0,0.02
SEO,02/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,34.66,33.95,16.975,0,16.975
SEO,03/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,131.95,29.37,14.685,0,14.685
SEO,04/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,285.35,171.42,85.71,0,85.71
SEO,05/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,2.36,1.18,0,1.18
SEO,06/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,405.22,19.48,9.74,0,9.74
SEO,07/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,50.93,104.02,52.01,0,52.01
SEO,08/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,19.41,19.46,9.73,0,9.73
SEO,09/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,171.02,-120.33,-60.165,0,-60.165
SEO,10/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,476.37,22.53,11.265,0,11.265
SEO,11/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,63.68,-25.02,-12.51,0,-12.51
SEO,12/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,38.02,19.01,0,19.01
SEO,13/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,33.28,-6.16,-3.08,0,-3.08
SEO,14/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,4.4,9.87,4.935,0,4.935
SEO,15/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,14.94,-5.46,-2.73,0,-2.73
SEO,16/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,396.55,-154.55,-77.275,0,-77.275
SEO,17/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,-141.63,-70.815,0,-70.815
SEO,18/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,208.82,76.87,38.435,0,38.435
SEO,19/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,74.32,74.19,37.095,0,37.095
SEO,20/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,115.32,115.37,57.685,0,57.685
SEO,21/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,-13.37,-6.685,0,-6.685
SEO,22/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,59.85,-81.63,-40.815,0,-40.815
SEO,23/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,0.06,0.03,0,0.03
SEO,24/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,25/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,-0.02,-0.01,0,-0.01
SEO,26/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,-0.45,-0.225,0,-0.225
SEO,27/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,0,-9.75,-4.875,0,-4.875
SEO,28/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,6,6.06,3.03,0,3.03
SEO,29/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,105.23,-544.97,-272.485,0,-272.485
SEO,30/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,301.94,195.13,97.565,0,97.565
SEO,31/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-CAS-GLO-YTPAT,0,0,0,360.63,-848.52,-424.26,0,-424.26
SEO,01/01/2023,01/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,-6.6,-3.3,0,-3.3
SEO,02/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,03/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,04/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,1,0,7.42,2.11,1.055,0,1.055
SEO,05/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,5.31,2.655,0,2.655
SEO,06/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,07/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,313.42,-149.82,-74.91,0,-74.91
SEO,08/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,-1.54,-0.77,0,-0.77
SEO,09/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,10/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,11/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,12/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,13/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,14/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,15/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,-9.6,-4.8,0,-4.8
SEO,16/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,17/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,18/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,19/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,20/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,21/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,22/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,4.34,4.34,2.17,0,2.17
SEO,23/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,24/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,25/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,-55.08,-27.54,0,-27.54
SEO,26/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,27/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,28/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,29/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,30/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,1,0,0.01,0,0,0,0
SEO,31/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,01/01/2023,01/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,02/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,03/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,04/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,05/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,06/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,07/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,08/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,09/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,10/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,11/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,12/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,13/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,14/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,15/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,16/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,17/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,18/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,19/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,20/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,21/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,22/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,23/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,24/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,25/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,26/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,27/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,28/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,29/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,30/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,31/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-IGA-GLO-YTPAT-VIP,0,0,0,0,0,0,0,0
SEO,01/01/2023,01/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,02/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,03/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,04/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,05/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,06/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,07/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,08/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,09/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,1,1,0,3.74,3.74,1.87,0,1.87
SEO,10/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,11/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,12/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,13/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,14/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,15/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,-0.05,-0.025,0,-0.025
SEO,16/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,-0.05,-0.025,0,-0.025
SEO,17/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,18/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0.09,0.045,0,0.045
SEO,19/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,20/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,21/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,22/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,23/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,24/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,25/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,26/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,27/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,28/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,29/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,30/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,31/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BST-SPO-GLO-YTPAT,0,0,0,0,0,0,0,0
SEO,01/01/2023,01/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,02/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,03/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,04/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,05/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,06/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,07/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,08/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,09/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,10/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,11/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,12/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,13/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,14/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,15/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,16/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,17/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,18/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,19/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,20/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,21/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,22/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,23/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,24/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,25/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,26/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,27/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,28/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,29/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,30/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,31/01/2023,05/02/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN,0,0,0,0,0,0,0,0
SEO,01/01/2023,01/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,02/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,03/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,04/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,05/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,06/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,07/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,08/01/2023,08/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,09/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,10/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,11/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,12/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,13/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,14/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,15/01/2023,15/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,16/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,17/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,1,0,0,0,0,0,0,0
SEO,18/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,19/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,20/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,21/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,22/01/2023,22/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,23/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
SEO,24/01/2023,29/01/2023 00:00,2023-01,Stake.com,Stake.com,BTT-CAS-CAN-PROMO,0,0,0,0,0,0,0,0
