accountId,date,tracker,trackerValue,trackerId,brand,brandId,country,countryCode,currencyCode,visits,downloads,signups,firstTimeDeposits,cpaCount,netRevenue,chargebacks,chargebackAmount,depositCount,depositAmount,withdrawalCount,withdrawalAmount,earning,cpaCommission,revShareCommission,calculatedCommission
4877,02/01/2023 00:00,PPC-SPO-BRA-BAD,NULL,24761,Betsson,1380,NULL,NULL,EUR,0,0,0,0,0,0.4,0,0,0,0,0,0,0.12,0,0,0.12
4873,02/01/2023 00:00,GBH-CAS-USA-NJ-TWT-PartyC,NULL,27437,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GGC-CAS-USA-MI,10370,23694,BetRivers- MI,1400,NULL,NULL,EUR,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0
5092,02/01/2023 00:00,GGC-CAS-USA-YTPAT - Casino,23986,27877,Fanduel Sportsbook,1403,NULL,NULL,NULL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,PMG-SPO-USA-SEO,12409,23606,Betrivers PA,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4873,02/01/2023 00:00,CTC-CAS-USA-PartyC,NULL,25450,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,GGC-DFS-USA,25167,27914,FanDuel,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4873,02/01/2023 00:00,STF-CAS-CAN-ON,NULL,24924,NULL,NULL,NULL,NULL,NULL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4876,02/01/2023 00:00,PPC-SPO-BRA-BAD_http://ppcdeals.com_CRP 30% + CPA $40,60127,24757,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,3.4906,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,GBH-CAS-USA-MI,21678,28001,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,GGC-CAS-USA-NJ,21659,27862,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,02/01/2023 00:00,PPC-CAS-BRA-BAD,NULL,24768,vulkan.bet,2931,NULL,NULL,EUR,0,0,0,0,0,-0.39,0,0,0,0,0,0,0,0,-0.18,-0.18
5092,02/01/2023 00:00,PPC campaign SBK 2,23691,29020,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50165,02/01/2023 00:00,PMG-SPO-USA-NJ-TWT,1362,102595,Superbook NJ,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,PFD-SPO-USA-MI-RTY,26411,28211,Fanduel Sportsbook,1403,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GBH-SCS-USA-FL,10802,23561,BetRivers.net,1400,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,02/01/2023 00:00,TGT-SPO-USA-NJ,611,102653,Tipico NJ,3282,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GBH-SCS-USA-AZ,10804,23593,BetRivers.net,1400,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,02/01/2023 00:00,CAPPERFULL,7193,27487,Caesars MI,NULL,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,02/01/2023 00:00,GBH-SPO-USA,1231,24514,Wynnbet - NJ,3185,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,02/01/2023 00:00,PMG-SPO-USA-TWT,2222,26728,Wynnbet - VA,3185,NULL,NULL,EUR,0,0,0,0,0,106.25,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GGC-SCS-USA-Betrivers.net,7307,23575,BetRivers.net,1400,NULL,NULL,NULL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,WET- SCS-USA-Betrivers,6960,23563,BetRivers.net,1400,NULL,NULL,NULL,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,02/01/2023 00:00,TGT-SPO-USA,1240,24492,Wynnbet - NJ,3185,NULL,NULL,NULL,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GBH-SCS-USA-TX,10803,23567,BetRivers.net,1400,NULL,NULL,EUR,0,0,0,0,0,0,0,0,0,1.99,0,0,0.5,0,0.5,0.5
4864,02/01/2023 00:00,YTPATFULL,6572,25649,Caesars CO,NULL,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GGC-CAS-USA,6435,23499,Betrivers PA,1400,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,BUK-SPO-USA-NJ,21413,27857,Fanduel Sportsbook,1403,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GEN-SCS-USA-Betrivers.net,7309,23591,BetRivers.net,1400,NULL,NULL,NULL,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,GGC-SPO-USA-YTPAT,21489,27860,Fanduel Sportsbook,1403,NULL,NULL,NULL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,PMG-SPO-USA-SEO,12409,23606,BetRivers CO,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GGC-SPO-USA-ESP,7417,23507,Betrivers PA,1400,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GBH-SCS-USA,10806,23598,BetRivers.net,1400,NULL,NULL,NULL,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,GGC-SPO-USA-YTPAT,21489,27860,FanDuel,1403,NULL,NULL,EUR,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,GBH-DFS-USA-LA - SBK,23966,27975,FanDuel,1403,NULL,NULL,EUR,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GBH-SPO-USA,10361,23605,BetRivers IN,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,PMG-SPO-USA-SEO,12409,23606,BetRivers- MI,1400,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,PMG-SPO-USA,21365,27891,Fanduel Sportsbook,1403,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GBH-SPO-USA,10361,23605,BetriversONT-P4R,1400,NULL,NULL,EUR,0,0,0,0,0,0,0,0,0,221.49,0,0,0,0,0,0
5091,02/01/2023 00:00,PMG-SPO-USA-IL,NULL,101523,PointsBet USA,NULL,NULL,NULL,NULL,0,0,0,0,0,66.73,0,0,0,42,0,0,0,0,0,0
5092,02/01/2023 00:00,PMG-SPO-USA-MI-TWT,24817,27879,Fanduel Sportsbook,1403,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,CTC-SCS-USA-PA,10825,23732,BetRivers.net,1400,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,PBC-SPO-USA-PBTV,25157,28015,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,GGC-CAS-USA-ESP-Sugar,7415,23489,BetRivers NJ,1400,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,CTC-SCS-USA,10817,23586,BetRivers.net,1400,NULL,NULL,NULL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,02/01/2023 00:00,BNE-CAS-USA-YTPAT-Betriver,6529,23505,Betrivers PA,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,02/01/2023 00:00,PBC-SPO-USA,82,102650,Tipico NJ,3282,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,02/01/2023 00:00,CTC-CAS-USA-NJ,21673,27865,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,02/01/2023 00:00,PMG-CAS-USA,2501,24506,Wynnbet - MI,3185,NULL,NULL,EUR,0,0,0,0,0,-42.16,0,0,0,200,0,0,0,0,0,0
5092,03/01/2023 00:00,PMG-SPO-USA-VA-SEO,24563,28061,FanDuel,1403,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,PMG-SPO-USA-IL-SEO,24567,102081,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50165,03/01/2023 00:00,PMG-SPO-USA-CO-TWT,1361,102596,Superbook CO,NULL,NULL,NULL,NULL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,03/01/2023 00:00,PMG-SPO-USA,636,102654,Tipico NJ,3282,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,PBC-CAS-USA-NJ-PBTV,25188,27854,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,03/01/2023 00:00,TGT-SPO-USA-NJ,611,102653,Tipico NJ,3282,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,03/01/2023 00:00,PMG-SPO-USA-CO-TWT,1050,102656,Tipico NJ,3282,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,03/01/2023 00:00,CTC-SPO-USA,81,102652,Tipico NJ,3282,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,PMG-SPO-USA-TWT,21366,27855,Fanduel Sportsbook,1403,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,03/01/2023 00:00,PMG-SPO-USA-SEO,1023,102655,Tipico NJ,3282,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50165,03/01/2023 00:00,PMG-SPO-USA-AZ-TWT,1356,102597,Superbook AZ,3285,NULL,NULL,NULL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50165,03/01/2023 00:00,PMG-SPO-USA-NJ-TWT,1362,102595,Superbook NJ,NULL,NULL,NULL,NULL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,WET-SPO-USA-PA,21381,101626,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,PMG-SPO-USA-LA-SEO,24571,29265,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,TGT-SPO-USA-MD,26959,30327,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,GBH-CAS-USA,10374,23687,BetRivers- MI,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,PBC-SPO-USA-PBTV,25157,28015,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,GBH-CAS-USA-MI,21678,28001,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,WET-CAS-USA-PA,21655,27955,FanDuel,1403,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,PMG-SPO-USA-SEO,24558,27959,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,TGT-CAS-USA-YTINT,24864,27883,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,GBH-CAS-USA-PA,21680,27868,Fanduel Sportsbook,1403,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,BUK-CAS-USA-PA,21668,27864,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,GGC-SPO-USA-YTPAT,21489,27860,FanDuel,1403,NULL,NULL,NULL,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,GGC-CAS-USA-NJ,21659,27862,Fanduel Sportsbook,1403,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,BUK-SPO-USA-NJ,21413,27857,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,BUK-SPO-USA-IL,21409,27856,Fanduel Sportsbook,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,PMG-SPO-USA,7117,23640,BetRivers IL,1400,NULL,NULL,NULL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,GGC-CAS-USA-YTPAT,6525,24104,Betrivers PA,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,PMG-SPO-USA-MI,NULL,101521,PointsBet USA,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,GGC-SPO-USA-NY,11306,24165,Betrivers NY,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,GBH-SPO-USA-LA,NULL,102026,PointsBet USA,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,PMG-SPO-USA-IL,NULL,101523,PointsBet USA,NULL,NULL,NULL,NULL,0,0,0,0,0,-34.07,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,PMG-SPO-USA-NJ-TWT,NULL,101460,PointsBet USA,NULL,NULL,NULL,NULL,0,0,1,1,0,-73.99,0,0,0,500,0,0,0,0,0,0
4877,03/01/2023 00:00,PPC-SPO-BRA-BAD,NULL,24761,Betsson,1380,NULL,NULL,EUR,0,0,0,0,0,0.26,0,0,0,0,0,0,0.08,0,0,0.08
5091,03/01/2023 00:00,PMG-SPO-USA-MI-TWT,NULL,101450,PointsBet USA,NULL,NULL,NULL,NULL,3,0,0,0,0,60.96,0,0,0,0,0,0,0,0,0,0
4881,03/01/2023 00:00,MEL-CAS-BRA,3742473,26621,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1.8819,0,0,0,0,0,0,0,0,0,0
4881,03/01/2023 00:00,GEN-IGA-GLO,3663146,28165,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,56.49,0,0,0,0,0,0
4880,03/01/2023 00:00,PPC-SPO-BRA-BAD-Amuleto,284978,24795,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,GBH-SPO-USA-MI,NULL,101430,PointsBet USA,NULL,NULL,NULL,NULL,0,0,0,0,0,8.68,0,0,0,0,0,0,0,0,0,0
4873,03/01/2023 00:00,CTC-CAS-USA-PA-BetMGM,NULL,25283,NULL,NULL,NULL,NULL,NULL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4878,03/01/2023 00:00,PPC-CAS-BRA-BAD,NULL,24768,vulkan.bet,2931,NULL,NULL,EUR,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.5,0.5
4877,03/01/2023 00:00,GEN-IGA-GLO,NULL,24765,Casino Euro,1384,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,03/01/2023 00:00,PPC-SPO-BRA-BAD,NULL,24766,vulkan.bet,2931,NULL,NULL,EUR,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0.73,0.73
4865,03/01/2023 00:00,TGT-CAS-USA-PA,11185,24183,Betrivers PA,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-CAS-USA,88,24506,Wynnbet - MI,3185,NULL,NULL,EUR,0,0,0,0,0,-7.83,0,0,0,500,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-CAS-USA-TWT,2495,29021,Wynnbet - NJ,3185,NULL,NULL,EUR,0,0,0,0,0,111.38,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-SPO-USA-TWT,2222,26728,Wynnbet - LA,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PFD-SPO-USA-VA-RTY,2412,28315,Wynnbet - VA,3185,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-SPO-USA-TWT,2222,26728,Wynnbet - NY,3185,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-CAS-USA-TWT,2495,29021,Wynnbet - MI,3185,NULL,NULL,NULL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,CTC-CAS-USA-MI,60,24480,Wynnbet - MI,3185,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4876,03/01/2023 00:00,PPC-SPO-BRA-BAD_http://ppcdeals.com_CRP 30% + CPA $40,60127,24757,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,8.2192,0,0,0,5.67,0,0,0,0,0,0
4877,03/01/2023 00:00,PPC-SPO-CLE-GAD,NULL,30313,Betsson,1380,NULL,NULL,EUR,0,0,0,0,0,6.02,0,0,0,21.98,0,0,2.41,0,0,2.41
4873,03/01/2023 00:00,GGC-SPO-USA-OH-YTPAT,NULL,29229,NULL,NULL,NULL,NULL,NULL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4873,03/01/2023 00:00,WET-CAS-USA-NJ-PartyC,NULL,25453,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4873,03/01/2023 00:00,GGC-SPO-USA-MD-YTPAT,NULL,100019,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-CAS-USA-TWT,2495,29021,Wynnbet - MI,3185,NULL,NULL,EUR,0,0,0,0,0,-984.21,0,0,0,1000,0,0,375,375,0,375
4879,03/01/2023 00:00,PPC-SPO-BRA-BAD,NULL,24774,gg.bet,1592,NULL,NULL,NULL,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4873,03/01/2023 00:00,GGC-CAS-USA-YTPAT,NULL,24883,NULL,NULL,NULL,NULL,NULL,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4879,03/01/2023 00:00,PPC-SPO-BRA-BAD,NULL,24774,gg.bet,1592,NULL,NULL,EUR,0,0,0,0,0,71.03,0,0,0,8.22,0,0,0,0,31.96,31.96
4879,03/01/2023 00:00,PPC-CAS-BRA-BAD,NULL,24776,gg.bet,1592,NULL,NULL,EUR,0,0,0,0,0,119.67,0,0,0,125.98,0,0,0,0,53.85,53.85
4873,03/01/2023 00:00,PROMOGUY21,NULL,24881,NULL,NULL,NULL,NULL,NULL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4873,03/01/2023 00:00,GGC-CAS-USA-ON-YTPAT,NULL,24880,NULL,NULL,NULL,NULL,NULL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4873,03/01/2023 00:00,GGC-IGA-USA-YTPAT,NULL,24877,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,MIK-SCS-USA-PARA,15466,101424,BetRivers.net,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,GGC-CAS-USA,484,24478,Wynnbet - NJ,3185,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,03/01/2023 00:00,STF-SPO-CAN,3710183,24841,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,15.4688,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-CAS-USA,2501,24506,Wynnbet - MI,3185,NULL,NULL,EUR,0,0,0,0,0,3.76,0,0,0,200,0,0,0,0,0,0
4865,03/01/2023 00:00,PMG-SCS-USA-SEO,14817,29275,BetRivers.net,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-CAS-USA-TWT,2495,29021,Wynnbet - NJ,3185,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,03/01/2023 00:00,PMG-CAS-USA,2501,24506,Wynnbet - NJ,3185,NULL,NULL,EUR,0,0,0,0,0,33.12,0,0,0,300,0,0,0,0,0,0
4899,03/01/2023 00:00,PPC-CAS-BRA-BAD,10370,100216,betsamigo,3240,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,ERK-SCS-USA-PARA,15565,100838,BetRivers.net,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,03/01/2023 00:00,PPC-SPO-BRA-GAD,3705136,24823,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0.3485,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,PPC-SPO-USA-NY-ESP,12036,28995,Betrivers NY,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,STF-CAS-USA-PA,11187,28598,Betrivers PA,1400,NULL,NULL,EUR,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0
4865,03/01/2023 00:00,ACP-SPO-USA-TWT,14898,27461,BetRivers NJ,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,GGC-SCS-USA-YTPAT,12712,26693,BetRivers.net,1400,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,PMG-SPO-USA-CO,NULL,101452,PointsBet USA,NULL,NULL,NULL,NULL,0,0,0,0,0,-88.65,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,PMG-SPO-USA-NY-TWT,NULL,101487,PointsBet USA,NULL,NULL,NULL,NULL,0,0,0,0,0,-23.57,0,0,0,0,0,0,0,0,0,0
4864,03/01/2023 00:00,LVHTCAS,2601,23176,Caesars NJ,2677,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,PMG-SPO-USA-RED,12569,26284,BetRivers CO,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,PBC-SCS-USA-CO,10870,25680,BetRivers.net,1400,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,TGT-SCS-USA,13772,24635,BetRivers.net,1400,NULL,NULL,NULL,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,STF-SPO-GLO-USA,NULL,101478,PointsBet USA,NULL,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,GBH-SPO-USA-NY,NULL,101426,PointsBet USA,NULL,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,03/01/2023 00:00,PPC-CANFR-SPO-GAD,NULL,101586,vulkan.bet,2931,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,BNE-SPO-GLO-USA,NULL,101592,PointsBet USA,NULL,NULL,NULL,NULL,0,0,0,0,0,-0.15,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,TGT-SPO-USA-NY,11309,24118,Betrivers NY,1400,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,WET-SPO-USA,6113,24042,Betrivers PA,1400,NULL,NULL,EUR,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
5092,03/01/2023 00:00,GBH-DFS-USA-NJ,21476,27851,FanDuel,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,03/01/2023 00:00,GBH-SPO-USA,NULL,101429,PointsBet USA,NULL,NULL,NULL,NULL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,GBH-SCS-USA-NC,10902,24012,BetRivers.net,1400,NULL,NULL,NULL,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,GBH-SCS-USA-CA,10801,23972,BetRivers.net,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,TGT-DFS-USA,25168,27852,FanDuel,1403,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,PMG-SCS-USA,12097,23882,BetRivers.net,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,TGT-SPO-USA-YTINT,12546,23891,BetRivers NJ,1400,NULL,NULL,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,GBH-SPO-USA-NJ,21432,27858,Fanduel Sportsbook,1403,NULL,NULL,NULL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,03/01/2023 00:00,GBH-DFS-USA-NJ,21476,27851,FanDuel,1403,NULL,NULL,EUR,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0
4865,03/01/2023 00:00,GGC-IGA-GLO-YTPAT,7203,23857,BetRivers NJ,1400,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
